City,Category,Business,Demand,Competition,Investment
Chennai,Retail,Grocery Store,97,61,1000000
Jaipur,Food,Bakery,70,41,3500000
Delhi,Healthcare,Pharmacy,75,44,3200000
Nagpur,Tech,Software Startup,96,66,2900000
Howrah,Education,Online Course,96,35,2200000
Chennai,Tourism,Guest House,76,29,3600000
Indore,Retail,Bookstore,71,25,3700000
Nashik,Healthcare,Diagnostic Center,86,68,3000000
Ahmedabad,Tech,Mobile Repair,89,26,1900000
Patna,Tourism,Guest House,96,20,1200000
Ahmedabad,Retail,Bookstore,99,32,3600000
Ahmedabad,Tech,Electronics Store,86,73,2700000
Chandigarh,Fitness,Gym,71,37,4800000
Jabalpur,Tech,Mobile Repair,90,27,600000
Nagpur,Tech,Mobile Repair,62,39,2700000
Vasai,Food,Bakery,70,61,4900000
Jabalpur,Tech,Electronics Store,59,35,4800000
Ghaziabad,Tourism,Tour Guide Service,66,36,3700000
Agra,Education,Coaching Institute,60,53,5000000
Madurai,Tech,Software Startup,67,78,4000000
Kanpur,Retail,Bookstore,54,51,4400000
Ahmedabad,Retail,Grocery Store,87,64,2000000
Guwahati,Tech,Mobile Repair,78,63,2600000
Chennai,Retail,Clothing Boutique,58,37,900000
Hyderabad,Food,Cloud Kitchen,63,31,1800000
Amritsar,Tourism,Tour Guide Service,53,21,4800000
Chennai,Food,Bakery,82,56,2600000
Faridabad,Retail,Clothing Boutique,77,66,1200000
Visakhapatnam,Healthcare,Diagnostic Center,88,76,600000
Varanasi,Fitness,Yoga Studio,80,22,2700000
Dhanbad,Food,Cafe,59,30,1300000
Chandigarh,Tech,Electronics Store,77,70,3300000
Srinagar,Tourism,Tour Guide Service,71,24,1200000
Madurai,Food,Bakery,93,63,4200000
Tiruchirappalli,Healthcare,Diagnostic Center,84,53,3100000
Navi Mumbai,Education,Tuition Center,74,34,1600000
Ranchi,Fitness,Yoga Studio,72,74,1600000
Ahmedabad,Healthcare,Diagnostic Center,61,30,3300000
Visakhapatnam,Tourism,Tour Guide Service,72,68,600000
Kota,Food,Cloud Kitchen,89,67,900000
Hyderabad,Tourism,Travel Agency,96,24,5000000
Indore,Retail,Bookstore,83,72,3100000
Chandigarh,Fitness,Gym,99,73,2700000
Nashik,Food,Cloud Kitchen,73,29,4100000
Navi Mumbai,Fitness,Gym,96,26,2100000
Vasai,Healthcare,Clinic,65,61,3900000
Ludhiana,Food,Cafe,66,63,1700000
Thane,Retail,Clothing Boutique,100,47,600000
Pune,Tech,Software Startup,78,58,600000
Gwalior,Fitness,Gym,69,77,4000000
Bangalore,Retail,Clothing Boutique,72,66,1400000
Madurai,Retail,Bookstore,64,28,1700000
Chennai,Tech,Mobile Repair,97,30,2200000
Chennai,Education,Tuition Center,79,21,800000
Allahabad,Retail,Clothing Boutique,64,66,4000000
Varanasi,Fitness,Gym,84,31,2900000
Ghaziabad,Education,Tuition Center,61,68,4000000
Jabalpur,Fitness,Dance Studio,84,34,2400000
Madurai,Tourism,Tour Guide Service,89,58,3500000
Aurangabad,Education,Online Course,83,62,1400000
Aurangabad,Retail,Bookstore,65,35,4400000
Kota,Retail,Clothing Boutique,62,75,1300000
Chandigarh,Healthcare,Pharmacy,68,77,1500000
Jabalpur,Tech,Software Startup,66,33,4900000
Delhi,Healthcare,Clinic,99,29,2000000
Ludhiana,Education,Online Course,56,50,4400000
Thane,Retail,Bookstore,75,47,1700000
Raipur,Food,Cloud Kitchen,81,21,2900000
Chennai,Fitness,Gym,89,48,3800000
Bangalore,Retail,Grocery Store,86,52,4000000
Bangalore,Retail,Bookstore,82,77,900000
Agra,Retail,Clothing Boutique,53,47,3200000
Patna,Retail,Grocery Store,70,54,4400000
Hyderabad,Fitness,Dance Studio,65,34,4200000
Delhi,Food,Bakery,81,53,3900000
Howrah,Tourism,Guest House,88,54,1000000
Navi Mumbai,Fitness,Gym,57,23,4800000
Vasai,Food,Bakery,70,69,3900000
Allahabad,Education,Online Course,83,78,4000000
Pune,Tech,Electronics Store,96,29,2000000
Visakhapatnam,Tech,Mobile Repair,64,29,4700000
Nashik,Fitness,Yoga Studio,81,39,1300000
Visakhapatnam,Healthcare,Pharmacy,100,49,3100000
Solapur,Food,Cafe,67,46,800000
Nashik,Tourism,Tour Guide Service,96,68,3100000
Bhopal,Fitness,Yoga Studio,63,41,3700000
Jaipur,Education,Online Course,70,22,900000
Jabalpur,Fitness,Dance Studio,52,33,3800000
Mumbai,Tourism,Guest House,55,37,600000
Bangalore,Education,Tuition Center,65,59,1600000
Mumbai,Fitness,Gym,92,48,3300000
Mumbai,Education,Tuition Center,62,78,500000
Vadodara,Retail,Grocery Store,55,22,2400000
Vijayawada,Fitness,Yoga Studio,63,64,700000
Vijayawada,Education,Coaching Institute,57,28,1800000
Madurai,Fitness,Gym,69,77,2800000
Navi Mumbai,Retail,Bookstore,51,24,4600000
Navi Mumbai,Tech,Software Startup,79,55,2500000
Chennai,Tourism,Travel Agency,100,54,4000000
Coimbatore,Education,Tuition Center,95,58,900000
Delhi,Tech,Software Startup,93,47,3100000
Ludhiana,Tourism,Tour Guide Service,87,59,500000
Mumbai,Tourism,Travel Agency,78,74,4200000
Solapur,Food,Cafe,87,59,3900000
Chennai,Education,Coaching Institute,88,48,2800000
Pune,Tech,Electronics Store,93,21,1000000
Mumbai,Food,Cafe,83,54,1200000
Lucknow,Healthcare,Diagnostic Center,92,71,600000
Raipur,Food,Cloud Kitchen,76,35,2200000
Allahabad,Food,Restaurant,83,72,4700000
Indore,Fitness,Yoga Studio,56,32,4800000
Chennai,Tourism,Tour Guide Service,94,63,3100000
Vadodara,Education,Online Course,53,35,2800000
Bangalore,Retail,Clothing Boutique,66,48,1000000
Delhi,Education,Online Course,52,62,1500000
Bangalore,Fitness,Yoga Studio,69,69,2100000
Kanpur,Tourism,Tour Guide Service,79,59,1600000
Delhi,Food,Cloud Kitchen,91,62,2800000
Amritsar,Tech,Electronics Store,100,27,1200000
Varanasi,Retail,Grocery Store,96,28,1100000
Jabalpur,Tourism,Guest House,70,39,4000000
Bhopal,Retail,Grocery Store,95,20,2900000
Faridabad,Fitness,Dance Studio,54,40,900000
Bangalore,Fitness,Yoga Studio,65,51,1700000
Hubli,Healthcare,Pharmacy,85,54,4700000
Patna,Fitness,Gym,72,70,4700000
Rajkot,Education,Coaching Institute,57,50,3600000
Nagpur,Healthcare,Pharmacy,66,76,3300000
Raipur,Retail,Grocery Store,90,31,3500000
Lucknow,Education,Online Course,66,55,1100000
Nagpur,Retail,Clothing Boutique,74,57,2500000
Mumbai,Tech,Mobile Repair,100,80,600000
Bhopal,Fitness,Gym,75,33,4500000
Chandigarh,Healthcare,Clinic,77,33,1700000
Nashik,Education,Coaching Institute,75,24,4400000
Allahabad,Tourism,Tour Guide Service,91,44,1400000
Bhopal,Tech,Software Startup,100,54,4500000
Agra,Retail,Bookstore,70,46,4800000
Tiruchirappalli,Education,Online Course,51,32,3700000
Ludhiana,Food,Bakery,97,56,2600000
Hyderabad,Tourism,Travel Agency,81,25,3200000
Jodhpur,Healthcare,Clinic,78,54,3100000
Faridabad,Tech,Mobile Repair,67,30,1000000
Hyderabad,Retail,Grocery Store,60,21,3900000
Ranchi,Tourism,Guest House,57,34,4600000
Coimbatore,Fitness,Dance Studio,55,66,2500000
Bhopal,Healthcare,Clinic,54,42,3700000
Bangalore,Education,Coaching Institute,92,20,3600000
Faridabad,Fitness,Dance Studio,73,56,4100000
Chennai,Education,Tuition Center,60,78,1400000
Faridabad,Tech,Software Startup,53,25,3600000
Mumbai,Fitness,Gym,72,47,3700000
Gwalior,Food,Cloud Kitchen,73,42,3800000
Dhanbad,Tech,Electronics Store,92,36,3500000
Agra,Education,Tuition Center,72,75,5000000
Mumbai,Fitness,Yoga Studio,83,31,1300000
Jabalpur,Food,Restaurant,59,37,900000
Kanpur,Tourism,Guest House,85,67,1400000
Hyderabad,Tech,Electronics Store,64,49,4700000
Delhi,Education,Coaching Institute,66,23,1400000
Agra,Food,Cloud Kitchen,78,56,1000000
Vasai,Healthcare,Clinic,88,80,3500000
Allahabad,Food,Restaurant,97,67,3400000
Lucknow,Retail,Clothing Boutique,86,21,1900000
Allahabad,Retail,Bookstore,85,57,3600000
Allahabad,Retail,Bookstore,56,36,500000
Delhi,Retail,Grocery Store,63,57,2000000
Delhi,Food,Restaurant,100,30,4300000
Vasai,Healthcare,Clinic,90,72,4300000
Ahmedabad,Tech,Electronics Store,91,80,1300000
Aurangabad,Tourism,Guest House,98,65,1300000
Mumbai,Retail,Bookstore,86,49,3500000
Meerut,Retail,Bookstore,64,32,1200000
Mysore,Tourism,Tour Guide Service,67,80,3000000
Howrah,Education,Coaching Institute,67,58,4900000
Nashik,Fitness,Gym,83,46,1000000
Kanpur,Tech,Mobile Repair,53,28,2400000
Madurai,Tourism,Guest House,96,51,3300000
Mumbai,Fitness,Gym,55,22,3400000
Hubli,Fitness,Yoga Studio,80,75,3900000
Jaipur,Tech,Software Startup,85,64,3500000
Gwalior,Education,Tuition Center,65,52,900000
Visakhapatnam,Fitness,Yoga Studio,65,42,600000
Bangalore,Tourism,Travel Agency,93,22,900000
Raipur,Healthcare,Diagnostic Center,92,31,3100000
Nagpur,Tech,Mobile Repair,57,76,1500000
Ahmedabad,Tourism,Travel Agency,84,36,1300000
Jabalpur,Healthcare,Clinic,72,59,3900000
Delhi,Fitness,Yoga Studio,70,62,800000
Madurai,Food,Cafe,75,48,2200000
Bangalore,Tech,Electronics Store,91,48,3800000
Visakhapatnam,Fitness,Dance Studio,57,74,3500000
Bhopal,Retail,Grocery Store,88,79,1200000
Bangalore,Tech,Mobile Repair,67,33,2300000
Vadodara,Food,Bakery,63,72,4500000
Bangalore,Retail,Clothing Boutique,72,30,1700000
Chennai,Food,Restaurant,56,25,1100000
Nagpur,Tourism,Travel Agency,79,23,900000
Jodhpur,Healthcare,Clinic,93,51,4400000
Vadodara,Tourism,Travel Agency,78,74,2600000
Coimbatore,Education,Tuition Center,52,52,900000
Delhi,Retail,Grocery Store,61,57,1600000
Jaipur,Education,Online Course,66,67,1200000
Kota,Tech,Mobile Repair,77,73,4100000
Lucknow,Tourism,Tour Guide Service,88,65,1100000
Ludhiana,Tourism,Tour Guide Service,92,68,2400000
Hyderabad,Healthcare,Pharmacy,82,23,800000
Kolkata,Tech,Mobile Repair,54,49,2100000
Ghaziabad,Tourism,Tour Guide Service,70,42,3000000
Bangalore,Food,Cafe,70,79,1300000
Lucknow,Tech,Software Startup,64,39,3500000
Mumbai,Fitness,Dance Studio,92,20,1500000
Lucknow,Food,Cloud Kitchen,53,57,4500000
Pune,Fitness,Dance Studio,74,62,1000000
Bhopal,Tourism,Tour Guide Service,75,34,2300000
Bhopal,Tourism,Tour Guide Service,87,62,3600000
Delhi,Tech,Software Startup,86,66,1600000
Bangalore,Healthcare,Diagnostic Center,78,60,3700000
Kanpur,Education,Tuition Center,64,42,2300000
Jabalpur,Retail,Bookstore,92,74,2900000
Dhanbad,Food,Cafe,59,80,1200000
Patna,Food,Restaurant,78,32,1300000
Mumbai,Fitness,Dance Studio,74,40,4500000
Meerut,Healthcare,Clinic,61,35,1900000
Jabalpur,Healthcare,Diagnostic Center,79,55,2100000
Amritsar,Tourism,Tour Guide Service,95,47,1500000
Aurangabad,Fitness,Dance Studio,58,52,1500000
Visakhapatnam,Fitness,Gym,97,76,3600000
Amritsar,Tourism,Travel Agency,60,64,3100000
Coimbatore,Tourism,Tour Guide Service,54,35,800000
Howrah,Healthcare,Pharmacy,89,23,4500000
Lucknow,Education,Coaching Institute,97,74,800000
Rajkot,Education,Tuition Center,78,55,4600000
Navi Mumbai,Fitness,Dance Studio,64,37,600000
Tiruchirappalli,Food,Cafe,55,71,3100000
Vadodara,Healthcare,Clinic,82,34,1400000
Indore,Tech,Software Startup,55,65,1500000
Ranchi,Tech,Electronics Store,75,76,1700000
Agra,Healthcare,Pharmacy,61,24,500000
Visakhapatnam,Fitness,Yoga Studio,62,34,4300000
Kanpur,Tourism,Tour Guide Service,77,66,4500000
Aurangabad,Retail,Grocery Store,92,41,5000000
Allahabad,Food,Restaurant,76,63,2200000
Kolkata,Fitness,Gym,60,72,2600000
Bangalore,Food,Cloud Kitchen,70,78,4200000
Rajkot,Food,Cafe,55,79,1900000
Solapur,Food,Cloud Kitchen,74,29,1700000
Kalyan,Food,Cloud Kitchen,59,53,4000000
Thane,Healthcare,Diagnostic Center,68,69,3100000
Delhi,Food,Cafe,53,28,1400000
Ahmedabad,Fitness,Gym,58,59,500000
Varanasi,Tourism,Tour Guide Service,75,70,4800000
Raipur,Fitness,Dance Studio,99,34,900000
Mumbai,Fitness,Gym,75,20,2700000
Lucknow,Tourism,Guest House,60,70,2700000
Gwalior,Fitness,Yoga Studio,98,62,1500000
Agra,Food,Cloud Kitchen,75,58,4900000
Aurangabad,Healthcare,Clinic,71,73,3000000
Nashik,Tech,Software Startup,76,55,3000000
Lucknow,Fitness,Yoga Studio,84,34,4100000
Hubli,Tech,Mobile Repair,88,67,1200000
Lucknow,Healthcare,Diagnostic Center,89,50,4900000
Chandigarh,Fitness,Yoga Studio,99,20,3000000
Agra,Tourism,Tour Guide Service,83,64,3800000
Rajkot,Education,Coaching Institute,62,45,2700000
Nagpur,Education,Coaching Institute,69,25,3000000
Delhi,Retail,Clothing Boutique,89,39,3300000
Bhopal,Education,Online Course,77,38,3700000
Bhopal,Healthcare,Pharmacy,94,54,2300000
Ahmedabad,Retail,Bookstore,78,61,900000
Chennai,Tech,Electronics Store,56,45,1200000
Mumbai,Food,Restaurant,60,41,1800000
Kolkata,Fitness,Gym,83,80,600000
Chennai,Tourism,Tour Guide Service,61,23,1100000
Jabalpur,Retail,Bookstore,77,68,1400000
Kota,Food,Bakery,100,45,3000000
Ahmedabad,Education,Online Course,94,43,700000
Jodhpur,Food,Bakery,61,41,1700000
Delhi,Retail,Grocery Store,84,52,800000
Chennai,Fitness,Gym,82,66,700000
Tiruchirappalli,Fitness,Yoga Studio,66,40,2300000
Hyderabad,Tech,Mobile Repair,59,76,2700000
Allahabad,Food,Restaurant,95,57,2400000
Howrah,Fitness,Dance Studio,80,68,2100000
Bhopal,Education,Tuition Center,85,63,4000000
Hyderabad,Fitness,Dance Studio,99,41,3100000
Hubli,Fitness,Dance Studio,62,68,4300000
Bhopal,Tech,Software Startup,53,30,2200000
Vasai,Tech,Electronics Store,67,58,500000
Bangalore,Education,Tuition Center,59,72,4600000
Pune,Food,Restaurant,62,74,1200000
Pune,Healthcare,Diagnostic Center,77,28,900000
Hyderabad,Tech,Software Startup,62,43,4600000
Guwahati,Education,Online Course,90,32,1400000
Jodhpur,Healthcare,Diagnostic Center,92,33,700000
Patna,Food,Bakery,84,77,3100000
Solapur,Retail,Clothing Boutique,93,29,4600000
Chandigarh,Tourism,Travel Agency,92,57,1800000
Delhi,Fitness,Gym,88,50,3900000
Nashik,Food,Cafe,77,37,3200000
Mysore,Tourism,Guest House,83,70,900000
Jodhpur,Education,Online Course,100,57,2000000
Chennai,Retail,Clothing Boutique,94,37,4300000
Visakhapatnam,Retail,Grocery Store,78,37,1200000
Kolkata,Retail,Clothing Boutique,87,47,1400000
Chennai,Food,Cloud Kitchen,79,59,3500000
Ghaziabad,Healthcare,Diagnostic Center,71,71,2100000
Kolkata,Food,Restaurant,66,74,2900000
Amritsar,Retail,Grocery Store,68,69,1200000
Nagpur,Tourism,Tour Guide Service,99,70,4500000
Vasai,Healthcare,Clinic,99,76,2000000
Faridabad,Tech,Software Startup,87,23,2800000
Jaipur,Tech,Software Startup,51,22,3700000
Allahabad,Food,Restaurant,59,43,600000
Vasai,Food,Bakery,79,73,1300000
Madurai,Tourism,Tour Guide Service,51,67,1200000
Vadodara,Healthcare,Diagnostic Center,55,28,900000
Chennai,Healthcare,Diagnostic Center,66,43,4000000
Vasai,Education,Tuition Center,93,33,4100000
Faridabad,Education,Online Course,63,70,1800000
Allahabad,Tech,Software Startup,74,23,2000000
Rajkot,Tech,Electronics Store,60,52,1400000
Mumbai,Fitness,Dance Studio,98,27,2300000
Jaipur,Retail,Bookstore,99,52,2500000
Ludhiana,Fitness,Gym,82,59,3600000
Kanpur,Education,Tuition Center,89,56,1700000
Ghaziabad,Tech,Mobile Repair,94,25,2300000
Thane,Food,Cafe,100,52,500000
Ahmedabad,Fitness,Dance Studio,76,61,3000000
Howrah,Tech,Software Startup,88,79,1500000
Nashik,Fitness,Yoga Studio,59,53,3800000
Agra,Tourism,Guest House,81,30,700000
Raipur,Food,Bakery,71,42,2900000
Kalyan,Retail,Grocery Store,79,43,500000
Patna,Tech,Mobile Repair,82,47,4600000
Ludhiana,Education,Online Course,95,69,2700000
Jaipur,Food,Cafe,82,76,700000
Jaipur,Tech,Software Startup,86,31,2200000
Mysore,Food,Cafe,79,34,3600000
Ranchi,Food,Bakery,78,52,3200000
Gwalior,Healthcare,Diagnostic Center,63,70,5000000
Srinagar,Retail,Grocery Store,89,27,1700000
Vijayawada,Education,Coaching Institute,77,63,2600000
Kolkata,Tech,Mobile Repair,51,21,2200000
Hyderabad,Education,Coaching Institute,61,44,4200000
Patna,Retail,Bookstore,77,58,1500000
Jodhpur,Food,Cafe,69,80,4100000
Jodhpur,Tourism,Guest House,92,47,2200000
Madurai,Food,Restaurant,100,53,4100000
Indore,Tech,Mobile Repair,87,76,4000000
Solapur,Tourism,Tour Guide Service,72,20,3800000
Jaipur,Tourism,Travel Agency,69,36,1800000
Hyderabad,Healthcare,Clinic,84,24,4600000
Chandigarh,Retail,Clothing Boutique,86,53,3900000
Kanpur,Food,Bakery,53,55,2500000
Chennai,Tourism,Travel Agency,50,75,4100000
Pune,Tourism,Tour Guide Service,97,29,3000000
Pune,Retail,Bookstore,90,53,3000000
Mumbai,Tech,Mobile Repair,63,64,2800000
Kalyan,Food,Cloud Kitchen,79,37,2300000
Lucknow,Retail,Clothing Boutique,71,48,4500000
Mumbai,Education,Coaching Institute,99,39,4100000
Jaipur,Food,Cafe,57,72,2000000
Vijayawada,Healthcare,Pharmacy,57,68,700000
Kolkata,Tech,Electronics Store,93,54,5000000
Kolkata,Healthcare,Diagnostic Center,99,66,2700000
Ahmedabad,Tourism,Guest House,59,38,600000
Mysore,Healthcare,Clinic,95,63,1200000
Aurangabad,Retail,Clothing Boutique,74,58,600000
Tiruchirappalli,Healthcare,Pharmacy,78,27,2400000
Indore,Healthcare,Clinic,79,77,2400000
Jodhpur,Tourism,Travel Agency,55,63,500000
Solapur,Fitness,Yoga Studio,53,62,3500000
Mumbai,Fitness,Yoga Studio,85,57,4700000
Aurangabad,Fitness,Gym,68,66,4700000
Mumbai,Tech,Electronics Store,88,24,900000
Kanpur,Tech,Electronics Store,92,50,900000
Ahmedabad,Tourism,Tour Guide Service,56,78,900000
Meerut,Education,Online Course,87,27,2100000
Aurangabad,Tech,Mobile Repair,88,47,2400000
Nashik,Tourism,Guest House,86,54,2100000
Hubli,Fitness,Dance Studio,57,44,3700000
Ahmedabad,Healthcare,Diagnostic Center,94,35,700000
Visakhapatnam,Tech,Electronics Store,93,25,2000000
Srinagar,Retail,Bookstore,79,51,3600000
Navi Mumbai,Retail,Clothing Boutique,70,41,4100000
Allahabad,Food,Cloud Kitchen,77,68,2700000
Gwalior,Food,Cafe,53,68,2100000
Nagpur,Tech,Software Startup,51,39,1400000
Kanpur,Food,Bakery,69,52,4200000
Bangalore,Food,Cloud Kitchen,59,23,3700000
Delhi,Tech,Software Startup,99,72,2900000
Pune,Tourism,Travel Agency,90,20,2000000
Ludhiana,Fitness,Dance Studio,81,71,2100000
Indore,Healthcare,Diagnostic Center,54,30,2700000
Indore,Fitness,Yoga Studio,100,62,2700000
Rajkot,Retail,Grocery Store,93,75,4000000
Delhi,Fitness,Dance Studio,91,57,3500000
Allahabad,Retail,Clothing Boutique,73,32,4200000
Faridabad,Tourism,Tour Guide Service,75,60,4700000
Vijayawada,Retail,Clothing Boutique,68,49,1100000
Jabalpur,Fitness,Dance Studio,95,58,2900000
Allahabad,Healthcare,Pharmacy,61,78,4200000
Bhopal,Retail,Grocery Store,94,70,3600000
Pune,Food,Cafe,73,23,500000
Lucknow,Food,Bakery,59,65,2500000
Mumbai,Healthcare,Clinic,53,38,3200000
Gwalior,Food,Cloud Kitchen,97,64,4800000
Coimbatore,Food,Bakery,88,39,3500000
Chennai,Tech,Software Startup,75,62,3900000
Dhanbad,Tourism,Guest House,94,47,4100000
Kalyan,Tech,Mobile Repair,56,51,1000000
Kanpur,Education,Online Course,52,67,2600000
Ahmedabad,Fitness,Gym,88,22,4900000
Indore,Tech,Electronics Store,54,60,4900000
Nagpur,Tech,Mobile Repair,56,72,3300000
Patna,Fitness,Gym,96,31,3800000
Chandigarh,Education,Coaching Institute,97,71,2000000
Pune,Education,Tuition Center,50,49,500000
Navi Mumbai,Tech,Software Startup,80,40,2600000
Bangalore,Fitness,Dance Studio,89,56,2200000
Ahmedabad,Food,Cafe,62,40,4900000
Nashik,Education,Online Course,55,49,3600000
Tiruchirappalli,Food,Restaurant,90,33,4800000
Mumbai,Healthcare,Pharmacy,63,39,900000
Kota,Food,Bakery,79,52,3300000
Kanpur,Healthcare,Pharmacy,70,78,2300000
Bhopal,Tech,Mobile Repair,87,36,2700000
Chennai,Education,Tuition Center,59,55,500000
Bhopal,Food,Bakery,96,23,500000
Jaipur,Healthcare,Pharmacy,58,34,1700000
Vasai,Healthcare,Pharmacy,60,77,4100000
Mumbai,Retail,Grocery Store,84,35,4600000
Delhi,Food,Restaurant,97,49,2600000
Visakhapatnam,Retail,Grocery Store,65,55,3600000
Kolkata,Tourism,Tour Guide Service,79,65,4900000
Jodhpur,Tech,Software Startup,100,22,900000
Ghaziabad,Tourism,Tour Guide Service,73,42,2800000
Ranchi,Tech,Software Startup,67,28,4000000
Kota,Tourism,Travel Agency,64,75,4700000
Varanasi,Education,Online Course,98,21,2200000
Ghaziabad,Healthcare,Pharmacy,62,26,500000
Ahmedabad,Retail,Clothing Boutique,97,56,3800000
Dhanbad,Retail,Bookstore,71,66,5000000
Nashik,Tech,Mobile Repair,89,34,600000
Guwahati,Healthcare,Diagnostic Center,53,24,4100000
Vadodara,Fitness,Dance Studio,81,51,600000
Hyderabad,Retail,Clothing Boutique,69,22,1500000
Agra,Food,Restaurant,53,49,600000
Guwahati,Fitness,Dance Studio,95,78,1800000
Patna,Food,Cloud Kitchen,98,52,2000000
Jaipur,Tourism,Tour Guide Service,95,71,2300000
Allahabad,Education,Tuition Center,100,33,4000000
Indore,Tech,Mobile Repair,58,50,4300000
Chennai,Tech,Software Startup,70,30,700000
Srinagar,Food,Restaurant,71,76,2700000
Jodhpur,Food,Cafe,64,69,2400000
Navi Mumbai,Tourism,Guest House,55,21,3400000
Bangalore,Education,Tuition Center,74,67,4900000
Allahabad,Healthcare,Pharmacy,68,51,3200000
Rajkot,Education,Tuition Center,60,31,4500000
Mumbai,Education,Tuition Center,90,34,900000
Pune,Tourism,Guest House,88,69,700000
Chennai,Healthcare,Clinic,99,61,4300000
Hyderabad,Food,Cloud Kitchen,74,35,3000000
Guwahati,Education,Tuition Center,91,29,2600000
Chandigarh,Retail,Clothing Boutique,69,50,4600000
Jaipur,Education,Tuition Center,61,31,2800000
Coimbatore,Healthcare,Diagnostic Center,64,32,4300000
Allahabad,Food,Restaurant,59,33,4700000
Kolkata,Food,Restaurant,61,67,1500000
Vadodara,Tourism,Guest House,61,71,3900000
Lucknow,Tech,Mobile Repair,90,35,1400000
Howrah,Tourism,Guest House,100,23,4800000
Chennai,Food,Bakery,87,76,1900000
Vasai,Tourism,Travel Agency,50,46,4500000
Delhi,Retail,Grocery Store,93,40,5000000
Navi Mumbai,Food,Cloud Kitchen,77,80,1100000
Kota,Tech,Software Startup,60,22,1400000
Indore,Education,Online Course,100,29,2700000
Visakhapatnam,Tech,Mobile Repair,57,67,2100000
Vasai,Fitness,Yoga Studio,72,77,1200000
Kanpur,Healthcare,Pharmacy,66,78,4800000
Kolkata,Healthcare,Diagnostic Center,62,49,3700000
Guwahati,Education,Coaching Institute,72,62,2400000
Bhopal,Healthcare,Clinic,77,32,4700000
Meerut,Tourism,Guest House,74,33,3900000
Amritsar,Food,Cafe,90,70,1000000
Allahabad,Education,Tuition Center,52,34,4900000
Agra,Fitness,Dance Studio,50,50,4100000
Aurangabad,Tech,Electronics Store,99,40,3500000
Visakhapatnam,Tourism,Tour Guide Service,63,74,3200000
Vadodara,Fitness,Yoga Studio,100,50,4000000
Vadodara,Tourism,Guest House,57,69,4100000
Nashik,Healthcare,Clinic,82,50,4200000
Delhi,Food,Restaurant,85,80,4900000
Kalyan,Education,Tuition Center,85,50,3100000
Thane,Retail,Bookstore,77,20,2900000
Nagpur,Healthcare,Clinic,64,55,4100000
Pune,Fitness,Gym,80,46,2200000
Hubli,Fitness,Yoga Studio,56,57,500000
Visakhapatnam,Tourism,Travel Agency,56,70,900000
Hubli,Fitness,Gym,98,59,1600000
Kolkata,Tourism,Travel Agency,96,54,800000
Guwahati,Tourism,Guest House,65,61,4100000
Coimbatore,Education,Coaching Institute,67,36,800000
Jaipur,Tourism,Tour Guide Service,77,30,4700000
Coimbatore,Food,Cafe,65,37,2300000
Faridabad,Fitness,Yoga Studio,78,48,600000
Jaipur,Tourism,Tour Guide Service,69,62,4800000
Ludhiana,Retail,Clothing Boutique,78,38,2300000
Lucknow,Fitness,Yoga Studio,94,61,3000000
Bhopal,Retail,Clothing Boutique,86,63,4600000
Patna,Tourism,Guest House,94,72,2600000
Bangalore,Food,Restaurant,58,54,3900000
Navi Mumbai,Food,Bakery,74,58,1200000
Chennai,Healthcare,Diagnostic Center,60,58,4700000
Vasai,Fitness,Dance Studio,99,30,2700000
Hubli,Fitness,Gym,72,61,500000
Bangalore,Fitness,Dance Studio,65,65,3700000
Kalyan,Food,Bakery,52,67,3100000
Coimbatore,Fitness,Dance Studio,69,32,4800000
Pune,Retail,Clothing Boutique,94,26,3000000
Rajkot,Healthcare,Pharmacy,100,76,2400000
Aurangabad,Education,Coaching Institute,51,46,4200000
Aurangabad,Education,Coaching Institute,60,65,2600000
Hyderabad,Tech,Software Startup,68,23,600000
Indore,Food,Restaurant,61,45,1100000
Mysore,Education,Online Course,93,31,4000000
Ahmedabad,Education,Coaching Institute,64,23,2000000
Tiruchirappalli,Fitness,Gym,96,33,4200000
Ahmedabad,Healthcare,Diagnostic Center,98,61,4100000
Jodhpur,Retail,Clothing Boutique,53,79,4800000
Nagpur,Retail,Bookstore,89,60,4100000
Dhanbad,Fitness,Dance Studio,81,43,2800000
Hubli,Tourism,Travel Agency,80,70,1900000
Kalyan,Food,Bakery,66,52,1700000
Srinagar,Tourism,Guest House,82,33,1900000
Delhi,Food,Cloud Kitchen,50,62,3500000
Mumbai,Food,Cloud Kitchen,92,29,1200000
Pune,Education,Tuition Center,86,45,2200000
Ludhiana,Food,Cloud Kitchen,90,66,4700000
Jabalpur,Tourism,Guest House,52,30,1400000
Indore,Food,Cloud Kitchen,94,73,2400000
Kanpur,Education,Coaching Institute,95,40,800000
Thane,Retail,Bookstore,50,51,1000000
Nashik,Education,Coaching Institute,84,39,4600000
Hubli,Retail,Grocery Store,92,49,2900000
Vadodara,Fitness,Dance Studio,79,64,3400000
Rajkot,Food,Bakery,94,61,4200000
Ludhiana,Healthcare,Clinic,70,68,1100000
Pune,Retail,Clothing Boutique,61,80,4000000
Allahabad,Healthcare,Pharmacy,76,36,500000
Indore,Tourism,Travel Agency,61,58,1000000
Mumbai,Food,Cloud Kitchen,93,20,2700000
Allahabad,Fitness,Yoga Studio,59,37,2600000
Patna,Tech,Electronics Store,63,38,1200000
Thane,Retail,Clothing Boutique,59,48,3700000
Faridabad,Education,Tuition Center,99,75,1000000
